season,fbdb_id,player,usfl_team,league,team_name,appearance
2020,michael-rodriguez-rodrimi03,Michael Rodriguez,PHI,CFL,Ottawa,0
2021,michael-rodriguez-rodrimi03,Michael Rodriguez,PHI,TSL,Alphas,1
2017,calvin-ashley-ashleca01,Calvin Ashley,NJ,FBS,Auburn,0
2018,calvin-ashley-ashleca01,Calvin Ashley,NJ,FBS,Auburn,1
2019,calvin-ashley-ashleca01,Calvin Ashley,NJ,FCS,Florida A&M,1
2021,calvin-ashley-ashleca01,Calvin Ashley,NJ,NFL,Tampa Bay,0
2016,teton-saltes-saltete01,Teton Saltes,MI,FBS,New Mexico,0
2017,teton-saltes-saltete01,Teton Saltes,MI,FBS,New Mexico,1
2018,teton-saltes-saltete01,Teton Saltes,MI,FBS,New Mexico,1
2019,teton-saltes-saltete01,Teton Saltes,MI,FBS,New Mexico,1
2020,teton-saltes-saltete01,Teton Saltes,MI,FBS,New Mexico,1
2021,teton-saltes-saltete01,Teton Saltes,MI,NFL,NY Jets,0
2014,donnell-greene-greendo09,Donnell Greene,NO,NJCAA,Coffeyville CC (KS),0
2016,donnell-greene-greendo09,Donnell Greene,NO,FBS,Minnesota,1
2017,donnell-greene-greendo09,Donnell Greene,NO,FBS,Minnesota,1
2018,donnell-greene-greendo09,Donnell Greene,NO,FBS,Minnesota,1
2019,donnell-greene-greendo09,Donnell Greene,NO,NFL,Jacksonville,0
2020,donnell-greene-greendo09,Donnell Greene,NO,NFL,Jacksonville,0
2012,avery-gennesy-genneav01,Avery Gennesy,HOU,NJCAA,East Mississippi CC (MS),0
2013,avery-gennesy-genneav01,Avery Gennesy,HOU,NJCAA,East Mississippi CC (MS),0
2014,avery-gennesy-genneav01,Avery Gennesy,HOU,FBS,Texas A&M,0
2015,avery-gennesy-genneav01,Avery Gennesy,HOU,FBS,Texas A&M,1
2016,avery-gennesy-genneav01,Avery Gennesy,HOU,FBS,Texas A&M,1
2017,avery-gennesy-genneav01,Avery Gennesy,HOU,NFL,Jacksonville,0
2018,avery-gennesy-genneav01,Avery Gennesy,HOU,NFL,Denver,0
2018,avery-gennesy-genneav01,Avery Gennesy,HOU,NFL,Cleveland,0
2018,avery-gennesy-genneav01,Avery Gennesy,HOU,NFL,Jacksonville,0
2019,avery-gennesy-genneav01,Avery Gennesy,HOU,AAF,Atlanta,1
2020,avery-gennesy-genneav01,Avery Gennesy,HOU,NFL,Tennessee,0
2020,avery-gennesy-genneav01,Avery Gennesy,HOU,XFL,Houston,1
2015,oshea-dugas-dugasos01,O'Shea Dugas,BIR,FBS,Louisiana Tech,1
2016,oshea-dugas-dugasos01,O'Shea Dugas,BIR,FBS,Louisiana Tech,1
2017,oshea-dugas-dugasos01,O'Shea Dugas,BIR,FBS,Louisiana Tech,1
2018,oshea-dugas-dugasos01,O'Shea Dugas,BIR,FBS,Louisiana Tech,1
2019,oshea-dugas-dugasos01,O'Shea Dugas,BIR,NFL,Cincinnati,0
2020,oshea-dugas-dugasos01,O'Shea Dugas,BIR,NFL,Cincinnati,0
2021,oshea-dugas-dugasos01,O'Shea Dugas,BIR,CFL,Edmonton,0
2012,isaiah-battle-battlis01,Isaiah Battle,PIT,FBS,Clemson,1
2013,isaiah-battle-battlis01,Isaiah Battle,PIT,FBS,Clemson,1
2014,isaiah-battle-battlis01,Isaiah Battle,PIT,FBS,Clemson,1
2015,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,LA Rams,0
2016,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,LA Rams,0
2017,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,Seattle,0
2017,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,Kansas City,0
2018,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,Seattle,0
2019,isaiah-battle-battlis01,Isaiah Battle,PIT,NFL,Carolina,0
2020,isaiah-battle-battlis01,Isaiah Battle,PIT,XFL,Seattle,1
2015,charles-baldwin-baldwch01,Charles Baldwin,PIT,NJCAA,ASA JC (NY),0
2017,charles-baldwin-baldwch01,Charles Baldwin,PIT,FBS,Kansas,0
2018,charles-baldwin-baldwch01,Charles Baldwin,PIT,FCS,Youngstown State,1
2020,charles-baldwin-baldwch01,Charles Baldwin,PIT,CFL,British Columbia,0
2015,justice-powers-powerju01,Justice Powers,BIR,NJCAA,Trinity Valley CC (TX),0
2016,justice-powers-powerju01,Justice Powers,BIR,NJCAA,Trinity Valley CC (TX),1
2017,justice-powers-powerju01,Justice Powers,BIR,FBS,UAB,1
2018,justice-powers-powerju01,Justice Powers,BIR,FBS,UAB,1
2019,justice-powers-powerju01,Justice Powers,BIR,CFL,Hamilton,0
2019,justice-powers-powerju01,Justice Powers,BIR,NFL,LA Rams,0
2020,justice-powers-powerju01,Justice Powers,BIR,CFL,Hamilton,0
2021,justice-powers-powerju01,Justice Powers,BIR,CFL,Hamilton,0
2015,john-yarbrough-yarbrjo01,John Yarbrough,HOU,FCS,Richmond,1
2016,john-yarbrough-yarbrjo01,John Yarbrough,HOU,FCS,Richmond,1
2017,john-yarbrough-yarbrjo01,John Yarbrough,HOU,FCS,Richmond,1
2018,john-yarbrough-yarbrjo01,John Yarbrough,HOU,FCS,Richmond,1
2019,john-yarbrough-yarbrjo01,John Yarbrough,HOU,NFL,Carolina,0
2019,john-yarbrough-yarbrjo01,John Yarbrough,HOU,NFL,Cleveland,0
2020,john-yarbrough-yarbrjo01,John Yarbrough,HOU,XFL,Tampa Bay,1
2021,john-yarbrough-yarbrjo01,John Yarbrough,HOU,CFL,Hamilton,1
2012,marquis-lucas-lucasma03,Marquis Lucas,NO,FBS,West Virginia,1
2013,marquis-lucas-lucasma03,Marquis Lucas,NO,FBS,West Virginia,1
2014,marquis-lucas-lucasma03,Marquis Lucas,NO,FBS,West Virginia,1
2015,marquis-lucas-lucasma03,Marquis Lucas,NO,FBS,West Virginia,1
2016,marquis-lucas-lucasma03,Marquis Lucas,NO,NFL,Minnesota,0
2016,marquis-lucas-lucasma03,Marquis Lucas,NO,NFL,Buffalo,0
2017,marquis-lucas-lucasma03,Marquis Lucas,NO,NFL,Tampa Bay,0
2017,marquis-lucas-lucasma03,Marquis Lucas,NO,NFL,Atlanta,0
2017,marquis-lucas-lucasma03,Marquis Lucas,NO,NFL,Minnesota,0
2019,marquis-lucas-lucasma03,Marquis Lucas,NO,AAF,Orlando,1
2020,marquis-lucas-lucasma03,Marquis Lucas,NO,XFL,Tampa Bay,1
2016,josh-dunlop-dunlojo01,Josh Dunlop,MI,NJCAA,Dodge City CC (KS),0
2017,josh-dunlop-dunlojo01,Josh Dunlop,MI,FBS,UTSA,1
2018,josh-dunlop-dunlojo01,Josh Dunlop,MI,FBS,UTSA,1
2019,josh-dunlop-dunlojo01,Josh Dunlop,MI,FBS,UTSA,1
2020,josh-dunlop-dunlojo01,Josh Dunlop,MI,NFL,LA Chargers,0
2021,josh-dunlop-dunlojo01,Josh Dunlop,MI,CFL,Ottawa,0
2012,terry-poole-poolete01,Terry Poole,NJ,FBS,San Diego State,0
2013,terry-poole-poolete01,Terry Poole,NJ,FBS,San Diego State,1
2014,terry-poole-poolete01,Terry Poole,NJ,FBS,San Diego State,1
2015,terry-poole-poolete01,Terry Poole,NJ,NFL,Seattle,0
2016,terry-poole-poolete01,Terry Poole,NJ,NFL,Miami,0
2016,terry-poole-poolete01,Terry Poole,NJ,NFL,Seattle,0
2017,terry-poole-poolete01,Terry Poole,NJ,NFL,Houston,0
2017,terry-poole-poolete01,Terry Poole,NJ,NFL,Miami,0
2019,terry-poole-poolete01,Terry Poole,NJ,AAF,San Diego,1
2020,terry-poole-poolete01,Terry Poole,NJ,XFL,Houston,1
2021,terry-poole-poolete01,Terry Poole,NJ,CFL,Toronto,0
2021,terry-poole-poolete01,Terry Poole,NJ,CFL,Winnipeg,0
2016,jake-burton-burtoja02,Jake Burton,PHI,FBS,UCLA,0
2017,jake-burton-burtoja02,Jake Burton,PHI,FBS,UCLA,1
2018,jake-burton-burtoja02,Jake Burton,PHI,FBS,UCLA,1
2019,jake-burton-burtoja02,Jake Burton,PHI,FBS,UCLA,1
2020,jake-burton-burtoja02,Jake Burton,PHI,FBS,Baylor,1
2021,jake-burton-burtoja02,Jake Burton,PHI,NFL,NY Giants,0
2014,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,FBS,Michigan,0
2015,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,FBS,Michigan,1
2016,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,FBS,Michigan,1
2017,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,FBS,Michigan,1
2018,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,FBS,Michigan,1
2019,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,NFL,Dallas,0
2019,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,NFL,Washington,0
2020,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,NFL,Carolina,0
2020,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,XFL,St. Louis,0
2020,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,XFL,Houston,1
2021,juwann-bushellbeatty-busheju01,Juwann Bushell-Beatty,TB,CFL,Ottawa,1
2016,delrick-abrams-abramde01,Delrick Abrams,TB,NJCAA,Independence CC (KS),1
2017,delrick-abrams-abramde01,Delrick Abrams,TB,NJCAA,Independence CC (KS),1
2018,delrick-abrams-abramde01,Delrick Abrams,TB,FBS,Colorado,1
2019,delrick-abrams-abramde01,Delrick Abrams,TB,FBS,Colorado,1
2020,delrick-abrams-abramde01,Delrick Abrams,TB,NFL,Atlanta,1
2021,delrick-abrams-abramde01,Delrick Abrams,TB,NFL,LA Rams,0
2021,delrick-abrams-abramde01,Delrick Abrams,TB,NFL,Atlanta,0
2013,channing-stribling-stribch01,Channing Stribling,PHI,FBS,Michigan,1
2014,channing-stribling-stribch01,Channing Stribling,PHI,FBS,Michigan,1
2015,channing-stribling-stribch01,Channing Stribling,PHI,FBS,Michigan,1
2016,channing-stribling-stribch01,Channing Stribling,PHI,FBS,Michigan,1
2017,channing-stribling-stribch01,Channing Stribling,PHI,NFL,San Francisco,0
2017,channing-stribling-stribch01,Channing Stribling,PHI,NFL,Indianapolis,0
2017,channing-stribling-stribch01,Channing Stribling,PHI,NFL,Cleveland,0
2018,channing-stribling-stribch01,Channing Stribling,PHI,NFL,LA Chargers,0
2018,channing-stribling-stribch01,Channing Stribling,PHI,NFL,Indianapolis,0
2018,channing-stribling-stribch01,Channing Stribling,PHI,NFL,San Francisco,0
2019,channing-stribling-stribch01,Channing Stribling,PHI,CFL,Hamilton,0
2019,channing-stribling-stribch01,Channing Stribling,PHI,AAF,Memphis,1
2020,channing-stribling-stribch01,Channing Stribling,PHI,CFL,Hamilton,0
2020,channing-stribling-stribch01,Channing Stribling,PHI,XFL,Seattle,1
2021,channing-stribling-stribch01,Channing Stribling,PHI,CFL,Hamilton,1
2015,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Chicago,0
2015,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Kansas City,0
2016,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Chicago,1
2017,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Philadelphia,0
2017,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Kansas City,0
2017,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Chicago,0
2018,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Philadelphia,1
2019,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Denver,1
2019,devante-bausby-bausbde01,De'Vante Bausby,NJ,AAF,San Antonio,1
2020,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Denver,1
2020,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Arizona,1
2021,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,New England,0
2021,devante-bausby-bausbde01,De'Vante Bausby,NJ,NFL,Las Vegas,0
2016,tino-ellis-ellisti01,Tino Ellis,MI,FBS,Maryland,1
2017,tino-ellis-ellisti01,Tino Ellis,MI,FBS,Maryland,1
2018,tino-ellis-ellisti01,Tino Ellis,MI,FBS,Maryland,1
2019,tino-ellis-ellisti01,Tino Ellis,MI,FBS,Maryland,1
2020,tino-ellis-ellisti01,Tino Ellis,MI,NFL,Miami,0
2020,tino-ellis-ellisti01,Tino Ellis,MI,NFL,New Orleans,0
2021,tino-ellis-ellisti01,Tino Ellis,MI,NFL,Miami,0
2015,adonis-alexander-alexaad01,Adonis Alexander,NO,FBS,Virginia Tech,1
2016,adonis-alexander-alexaad01,Adonis Alexander,NO,FBS,Virginia Tech,1
2017,adonis-alexander-alexaad01,Adonis Alexander,NO,FBS,Virginia Tech,1
2018,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,Washington,1
2019,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,LA Rams,0
2019,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,Washington,0
2020,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,LA Rams,0
2021,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,New Orleans,0
2021,adonis-alexander-alexaad01,Adonis Alexander,NO,NFL,San Francisco,0
2014,jamar-summers-summeja02,Jamar Summers,HOU,FBS,Connecticut,1
2015,jamar-summers-summeja02,Jamar Summers,HOU,FBS,Connecticut,1
2016,jamar-summers-summeja02,Jamar Summers,HOU,FBS,Connecticut,1
2017,jamar-summers-summeja02,Jamar Summers,HOU,FBS,Connecticut,1
2018,jamar-summers-summeja02,Jamar Summers,HOU,NFL,Pittsburgh,0
2019,jamar-summers-summeja02,Jamar Summers,HOU,NFL,Detroit,0
2019,jamar-summers-summeja02,Jamar Summers,HOU,NFL,Miami,0
2019,jamar-summers-summeja02,Jamar Summers,HOU,AAF,Birmingham,1
2020,jamar-summers-summeja02,Jamar Summers,HOU,XFL,New York,1
2012,brian-allen-allenbr05,Brian Allen,BIR,FBS,Utah,0
2013,brian-allen-allenbr05,Brian Allen,BIR,FBS,Utah,1
2014,brian-allen-allenbr05,Brian Allen,BIR,FBS,Utah,1
2015,brian-allen-allenbr05,Brian Allen,BIR,FBS,Utah,1
2016,brian-allen-allenbr05,Brian Allen,BIR,FBS,Utah,1
2017,brian-allen-allenbr05,Brian Allen,BIR,NFL,Pittsburgh,1
2018,brian-allen-allenbr05,Brian Allen,BIR,NFL,Pittsburgh,1
2019,brian-allen-allenbr05,Brian Allen,BIR,NFL,Seattle,0
2019,brian-allen-allenbr05,Brian Allen,BIR,NFL,Pittsburgh,0
2020,brian-allen-allenbr05,Brian Allen,BIR,NFL,Cleveland,0
2020,brian-allen-allenbr05,Brian Allen,BIR,NFL,Cincinnati,0
2020,brian-allen-allenbr05,Brian Allen,BIR,NFL,San Francisco,1
2020,brian-allen-allenbr05,Brian Allen,BIR,NFL,Buffalo,0
2020,brian-allen-allenbr05,Brian Allen,BIR,NFL,Seattle,0
2021,brian-allen-allenbr05,Brian Allen,BIR,NFL,Cleveland,1
2014,ajene-harris-harriaj02,Ajene Harris,PIT,FBS,USC,1
2015,ajene-harris-harriaj02,Ajene Harris,PIT,FBS,USC,0
2016,ajene-harris-harriaj02,Ajene Harris,PIT,FBS,USC,1
2017,ajene-harris-harriaj02,Ajene Harris,PIT,FBS,USC,1
2018,ajene-harris-harriaj02,Ajene Harris,PIT,FBS,USC,1
2019,ajene-harris-harriaj02,Ajene Harris,PIT,NFL,Philadelphia,0
2020,ajene-harris-harriaj02,Ajene Harris,PIT,XFL,Houston,1
2021,ajene-harris-harriaj02,Ajene Harris,PIT,CFL,British Columbia,0
2014,terrell-bonds-bondste01,Terrell Bonds,PIT,FCS,Tennessee State,1
2015,terrell-bonds-bondste01,Terrell Bonds,PIT,FCS,Tennessee State,1
2016,terrell-bonds-bondste01,Terrell Bonds,PIT,FCS,Tennessee State,1
2017,terrell-bonds-bondste01,Terrell Bonds,PIT,FCS,Tennessee State,1
2019,terrell-bonds-bondste01,Terrell Bonds,PIT,NFL,Baltimore,0
2019,terrell-bonds-bondste01,Terrell Bonds,PIT,AAF,Memphis,1
2020,terrell-bonds-bondste01,Terrell Bonds,PIT,NFL,Baltimore,1
2021,terrell-bonds-bondste01,Terrell Bonds,PIT,NFL,Miami,0
2015,tae-hayes-hayesta01,Tae Hayes,BIR,FBS,Appalachian State,1
2016,tae-hayes-hayesta01,Tae Hayes,BIR,FBS,Appalachian State,1
2017,tae-hayes-hayesta01,Tae Hayes,BIR,FBS,Appalachian State,1
2018,tae-hayes-hayesta01,Tae Hayes,BIR,FBS,Appalachian State,1
2019,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Miami,1
2019,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Jacksonville,1
2020,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Minnesota,1
2020,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Miami,1
2021,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Carolina,0
2021,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Arizona,0
2021,tae-hayes-hayesta01,Tae Hayes,BIR,NFL,Minnesota,0
2013,william-likely-likelwi01,William Likely,HOU,FBS,Maryland,1
2014,william-likely-likelwi01,William Likely,HOU,FBS,Maryland,1
2015,william-likely-likelwi01,William Likely,HOU,FBS,Maryland,1
2016,william-likely-likelwi01,William Likely,HOU,FBS,Maryland,1
2017,william-likely-likelwi01,William Likely,HOU,NFL,New England,0
2018,william-likely-likelwi01,William Likely,HOU,CFL,Toronto,1
2019,william-likely-likelwi01,William Likely,HOU,CFL,Hamilton,1
2019,william-likely-likelwi01,William Likely,HOU,CFL,Toronto,0
2020,william-likely-likelwi01,William Likely,HOU,XFL,DC Defenders,0
2021,william-likely-likelwi01,William Likely,HOU,TSL,Jousters,1
2013,derrick-jones-jonesde09,Derrick Jones,NO,FBS,Mississippi,1
2014,derrick-jones-jonesde09,Derrick Jones,NO,FBS,Mississippi,1
2015,derrick-jones-jonesde09,Derrick Jones,NO,FBS,Mississippi,1
2016,derrick-jones-jonesde09,Derrick Jones,NO,FBS,Mississippi,1
2017,derrick-jones-jonesde09,Derrick Jones,NO,NFL,NY Jets,1
2018,derrick-jones-jonesde09,Derrick Jones,NO,NFL,NY Jets,1
2019,derrick-jones-jonesde09,Derrick Jones,NO,NFL,Houston,0
2019,derrick-jones-jonesde09,Derrick Jones,NO,NFL,Green Bay,0
2019,derrick-jones-jonesde09,Derrick Jones,NO,NFL,NY Jets,0
2020,derrick-jones-jonesde09,Derrick Jones,NO,XFL,Seattle,1
2021,derrick-jones-jonesde09,Derrick Jones,NO,TSL,Jousters,1
2015,jameson-houston-houstja01,Jameson Houston,MI,FBS,Baylor,0
2016,jameson-houston-houstja01,Jameson Houston,MI,FBS,Baylor,1
2017,jameson-houston-houstja01,Jameson Houston,MI,FBS,Baylor,1
2018,jameson-houston-houstja01,Jameson Houston,MI,FBS,Baylor,1
2019,jameson-houston-houstja01,Jameson Houston,MI,FBS,Baylor,1
2020,jameson-houston-houstja01,Jameson Houston,MI,NFL,Philadelphia,1
2020,jameson-houston-houstja01,Jameson Houston,MI,NFL,Carolina,0
2020,jameson-houston-houstja01,Jameson Houston,MI,NFL,Cleveland,0
2021,jameson-houston-houstja01,Jameson Houston,MI,NFL,Jacksonville,0
2021,jameson-houston-houstja01,Jameson Houston,MI,NFL,Philadelphia,0
2012,trae-elston-elstotr01,Trae Elston,NJ,FBS,Mississippi,1
2013,trae-elston-elstotr01,Trae Elston,NJ,FBS,Mississippi,1
2014,trae-elston-elstotr01,Trae Elston,NJ,FBS,Mississippi,1
2015,trae-elston-elstotr01,Trae Elston,NJ,FBS,Mississippi,1
2016,trae-elston-elstotr01,Trae Elston,NJ,NFL,Cleveland,0
2016,trae-elston-elstotr01,Trae Elston,NJ,NFL,Tampa Bay,0
2016,trae-elston-elstotr01,Trae Elston,NJ,NFL,New Orleans,0
2017,trae-elston-elstotr01,Trae Elston,NJ,NFL,Miami,0
2017,trae-elston-elstotr01,Trae Elston,NJ,NFL,Buffalo,1
2017,trae-elston-elstotr01,Trae Elston,NJ,NFL,Philadelphia,1
2017,trae-elston-elstotr01,Trae Elston,NJ,NFL,Cleveland,0
2018,trae-elston-elstotr01,Trae Elston,NJ,NFL,Miami,0
2019,trae-elston-elstotr01,Trae Elston,NJ,NFL,New Orleans,0
2019,trae-elston-elstotr01,Trae Elston,NJ,NFL,Philadelphia,0
2020,trae-elston-elstotr01,Trae Elston,NJ,XFL,Houston,0
2021,trae-elston-elstotr01,Trae Elston,NJ,CFL,Calgary,0
2015,marcus-lewis-lewisma10,Marcus Lewis,PHI,FBS,Florida State,1
2016,marcus-lewis-lewisma10,Marcus Lewis,PHI,FBS,Florida State,1
2018,marcus-lewis-lewisma10,Marcus Lewis,PHI,FBS,Maryland,1
2019,marcus-lewis-lewisma10,Marcus Lewis,PHI,FBS,Maryland,1
2020,marcus-lewis-lewisma10,Marcus Lewis,PHI,CFL,Ottawa,0
2021,marcus-lewis-lewisma10,Marcus Lewis,PHI,CFL,Ottawa,1
2015,davante-davis-davisda09,Davante Davis,TB,FBS,Texas,1
2016,davante-davis-davisda09,Davante Davis,TB,FBS,Texas,1
2017,davante-davis-davisda09,Davante Davis,TB,FBS,Texas,1
2018,davante-davis-davisda09,Davante Davis,TB,FBS,Texas,1
2019,davante-davis-davisda09,Davante Davis,TB,NFL,Seattle,0
2020,davante-davis-davisda09,Davante Davis,TB,CFL,Montreal,0
2021,davante-davis-davisda09,Davante Davis,TB,CFL,Montreal,0
2014,christian-campbell-campbch02,Christian Campbell,TB,FBS,Penn State,1
2015,christian-campbell-campbch02,Christian Campbell,TB,FBS,Penn State,1
2016,christian-campbell-campbch02,Christian Campbell,TB,FBS,Penn State,1
2017,christian-campbell-campbch02,Christian Campbell,TB,FBS,Penn State,1
2018,christian-campbell-campbch02,Christian Campbell,TB,NFL,New Orleans,0
2018,christian-campbell-campbch02,Christian Campbell,TB,NFL,Arizona,0
2019,christian-campbell-campbch02,Christian Campbell,TB,NFL,San Francisco,0
2019,christian-campbell-campbch02,Christian Campbell,TB,NFL,New Orleans,0
2020,christian-campbell-campbch02,Christian Campbell,TB,CFL,Saskatchewan,0
2021,christian-campbell-campbch02,Christian Campbell,TB,CFL,Saskatchewan,1
2014,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,FBS,South Florida,0
2015,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,FBS,South Florida,1
2016,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,FBS,South Florida,1
2017,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,FBS,South Florida,1
2018,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,FBS,South Florida,1
2019,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,NFL,Tampa Bay,1
2020,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,NFL,Tampa Bay,1
2021,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,NFL,Baltimore,1
2021,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,NFL,Arizona,0
2021,mazzi-wilkins-wilkima03,Mazzi Wilkins,PHI,CFL,Winnipeg,0
2013,david-rivers-riverda02,David Rivers,NJ,FCS,Youngstown State,1
2014,david-rivers-riverda02,David Rivers,NJ,FCS,Youngstown State,1
2015,david-rivers-riverda02,David Rivers,NJ,FCS,Youngstown State,1
2016,david-rivers-riverda02,David Rivers,NJ,FCS,Youngstown State,1
2017,david-rivers-riverda02,David Rivers,NJ,NFL,Tampa Bay,1
2017,david-rivers-riverda02,David Rivers,NJ,NFL,Miami,0
2017,david-rivers-riverda02,David Rivers,NJ,NFL,NY Jets,0
2017,david-rivers-riverda02,David Rivers,NJ,NFL,Green Bay,0
2018,david-rivers-riverda02,David Rivers,NJ,NFL,Tampa Bay,1
2019,david-rivers-riverda02,David Rivers,NJ,NFL,Miami,0
2019,david-rivers-riverda02,David Rivers,NJ,NFL,Tampa Bay,0
2020,david-rivers-riverda02,David Rivers,NJ,XFL,New York,0
2020,david-rivers-riverda02,David Rivers,NJ,XFL,St. Louis,1
2021,david-rivers-riverda02,David Rivers,NJ,CFL,Winnipeg,1
2021,dominique-martin-martido06,Dominique Martin,MI,NFL,Green Bay,0
2016,manny-patterson-pattema03,Manny Patterson,NO,FCS,Maine,1
2017,manny-patterson-pattema03,Manny Patterson,NO,FCS,Maine,1
2018,manny-patterson-pattema03,Manny Patterson,NO,FCS,Maine,1
2019,manny-patterson-pattema03,Manny Patterson,NO,FCS,Maine,1
2020,manny-patterson-pattema03,Manny Patterson,NO,NFL,Houston,0
2020,manny-patterson-pattema03,Manny Patterson,NO,NFL,Washington,0
2021,manny-patterson-pattema03,Manny Patterson,NO,NFL,Kansas City,0
2014,howard-wilson-wilsoho01,Howard Wilson,HOU,FBS,Houston,1
2015,howard-wilson-wilsoho01,Howard Wilson,HOU,FBS,Houston,1
2016,howard-wilson-wilsoho01,Howard Wilson,HOU,FBS,Houston,1
2017,howard-wilson-wilsoho01,Howard Wilson,HOU,NFL,Cleveland,0
2018,howard-wilson-wilsoho01,Howard Wilson,HOU,NFL,Cleveland,0
2019,howard-wilson-wilsoho01,Howard Wilson,HOU,NFL,Cleveland,0
2018,bryan-mills-millsbr01,Bryan Mills,BIR,CCCAA,College of the Canyons (CA),1
2019,bryan-mills-millsbr01,Bryan Mills,BIR,FCS,North Carolina Central,1
2021,bryan-mills-millsbr01,Bryan Mills,BIR,NFL,Minnesota,1
2021,bryan-mills-millsbr01,Bryan Mills,BIR,NFL,Cleveland,0
2021,bryan-mills-millsbr01,Bryan Mills,BIR,NFL,New Orleans,0
2021,bryan-mills-millsbr01,Bryan Mills,BIR,NFL,Seattle,0
2016,prince-robinson-robinpr01,Prince Robinson,PIT,NJCAA,Trinity Valley CC (TX),1
2017,prince-robinson-robinpr01,Prince Robinson,PIT,NJCAA,Trinity Valley CC (TX),1
2021,prince-robinson-robinpr01,Prince Robinson,PIT,CFL,Winnipeg,0
2016,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,FBS,Marshall,1
2017,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,FBS,Marshall,1
2018,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,FBS,Marshall,1
2019,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,FBS,Marshall,1
2020,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,FBS,Marshall,1
2021,jaylon-mcclainsapp-mcclaja03,Jaylon McClain-Sapp,PIT,NFL,Kansas City,0
2016,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,FBS,Arizona,1
2017,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,FBS,Arizona,1
2018,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,FBS,Arizona,1
2019,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,FBS,Arizona,1
2020,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,FBS,Arizona,1
2021,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,NFL,Jacksonville,0
2021,lorenzo-burns-burnslo01,Lorenzo Burns,BIR,NFL,Arizona,0
2015,jalen-embry-embryja01,Jalen Embry,NO,NJCAA,Iowa Central CC (IA),1
2016,jalen-embry-embryja01,Jalen Embry,NO,FBS,Northern Illinois,0
2017,jalen-embry-embryja01,Jalen Embry,NO,FBS,Northern Illinois,1
